subsystem,reaction
CoA catabolism,PNTEH
CoA catabolism,LAPCOAe
CoA synthesis,r0033
CoA synthesis,r0578
CoA synthesis,r0579
CoA synthesis,r0590
CoA synthesis,r0591
CoA synthesis,r0596
CoA synthesis,DPCOAPPe
CoA synthesis,PAN4PPe
CoA synthesis,DPCOAK
CoA synthesis,PNTK
CoA synthesis,PPCDC
CoA synthesis,PPNCL3
CoA synthesis,PTPAT
CoA synthesis,r0671
Cytochrome metabolism,4NPHSULT
Cytochrome metabolism,FAH1
Cytochrome metabolism,FAH2
Cytochrome metabolism,FAH3
Cytochrome metabolism,P4502A6
Cytochrome metabolism,P4502C18
Cytochrome metabolism,P4502C19
Cytochrome metabolism,P4502C8
Cytochrome metabolism,P4502C9
Cytochrome metabolism,P4502D6
Cytochrome metabolism,P4502E1
Cytochrome metabolism,P4502F1
Cytochrome metabolism,P4503A4
Cytochrome metabolism,P4503A5
Cytochrome metabolism,P4504F123r
D-alanine metabolism,DALAOXx
D-alanine metabolism,DALAxt
D-alanine metabolism,PYRt2p
Dietary fiber binding,BGLUGCHe
Dietary fiber binding,BGLUTCHLe
Dietary fiber binding,BGLUTDECHOe
Dietary fiber binding,GUMDCHAe
Dietary fiber binding,GUMGCHLe
Dietary fiber binding,GUMTCHOLe
Dietary fiber binding,PECDCHe
Dietary fiber binding,PECGCHLe
Dietary fiber binding,PECTCHLe
Dietary fiber binding,PSYGCHe
Dietary fiber binding,PSYTCHe
Dietary fiber binding,PSYTDECHe
Drug metabolism,12HTACRhr
Drug metabolism,12HTACRtu
Drug metabolism,12HTACRtep
Drug metabolism,1331TAALThr
Drug metabolism,1331TACRhr
Drug metabolism,1331TACRteb
Drug metabolism,1331TACRtev
Drug metabolism,13DMThr
Drug metabolism,13DMTtu
Drug metabolism,13DMTtep
Drug metabolism,14HMDZALThr
Drug metabolism,14HMDZhr
Drug metabolism,14MDZtev
Drug metabolism,1513DTALThr
Drug metabolism,1513DTACRhr
Drug metabolism,1513TACRtu
Drug metabolism,1513TACRtep
Drug metabolism,1531TACRhr
Drug metabolism,1531TACRteb
Drug metabolism,1531TACRtev
Drug metabolism,1531TALThr
Drug metabolism,15DMThr
Drug metabolism,15DMTtu
Drug metabolism,15DMTtep
Drug metabolism,1HIBUPGLUC_Sthv
Drug metabolism,1HIBUP_SGLUhep
Drug metabolism,1HIBUP_Sthv
Drug metabolism,1HMDGLUChr
Drug metabolism,1HMDZGLUChc
Drug metabolism,1OHMDZhr
Drug metabolism,1OHMDZtep
Drug metabolism,2HATVLAChc
Drug metabolism,2HATVACIDGLUChr
Drug metabolism,2HATVACIDGLUCteb
Drug metabolism,2HATVACIDOXDhc
Drug metabolism,2HATVACIDhc
Drug metabolism,2HATVACIDteb
Drug metabolism,2HATVACIDtep
Drug metabolism,2HATVACIDthc
Drug metabolism,2HATVLACGLUChr
Drug metabolism,2HATVLACGLUCteb
Drug metabolism,2HATVLACOXDhc
Drug metabolism,2HATVLACteb
Drug metabolism,2HATVLACtep
Drug metabolism,2HATVLACthc
Drug metabolism,2HIBUPGLUC_Sthv
Drug metabolism,2HIBUP_Rthv
Drug metabolism,2HIBUP_SGLUhep
Drug metabolism,2HIBUP_Sthv
Drug metabolism,31DMThr
Drug metabolism,31DMTtu
Drug metabolism,31DMTtep
Drug metabolism,35DHPVShc
Drug metabolism,35DHPVStep
Drug metabolism,35DHPVSthc
Drug metabolism,35DSMVhep
Drug metabolism,35DSMVteb
Drug metabolism,3HIBUPGLUC_Sthv
Drug metabolism,3HIBUP_Rthv
Drug metabolism,3HIBUP_SGLUhep
Drug metabolism,3HIBUP_Sthv
Drug metabolism,3HLVSTAChep
Drug metabolism,3HLVSTACtbc
Drug metabolism,3HPVSTETCOAhcm
Drug metabolism,3HPVSTETCOAhcx
Drug metabolism,3HPVSTETteb
Drug metabolism,3HPVSTETtev
Drug metabolism,3HPVShc
Drug metabolism,3HPVSteb
Drug metabolism,3HPVStep
Drug metabolism,3HPVSthc
Drug metabolism,3HSMVACIDhep
Drug metabolism,3HSMVACIDteb
Drug metabolism,3HSMVhep
Drug metabolism,3ISPVShc
Drug metabolism,3ISPVSteb
Drug metabolism,3ISPVStep
Drug metabolism,3ISPVSthc
Drug metabolism,3MEACMPhc
Drug metabolism,3OHACMPhr
Drug metabolism,3OHACMPtev
Drug metabolism,4BHGLZABCt
Drug metabolism,4BHGLZhr
Drug metabolism,4BHGLZtev
Drug metabolism,4HATVACIDOXDhc
Drug metabolism,4HATVACIDhc
Drug metabolism,4HATVACIDteb
Drug metabolism,4HATVACIDtep
Drug metabolism,4HATVACIDthc
Drug metabolism,4HATVLACOXDhc
Drug metabolism,4HATVLAChc
Drug metabolism,4HATVLACteb
Drug metabolism,4HATVLACtep
Drug metabolism,4HATVLACthc
Drug metabolism,4HMDGLUCtev
Drug metabolism,4HMDZGLUChr
Drug metabolism,4OHMDZhr
Drug metabolism,4OHMDZtev
Drug metabolism,56DHPVShc
Drug metabolism,56DHPVSteb
Drug metabolism,56DHPVStev
Drug metabolism,56EPPVShc
Drug metabolism,56EPPVSteb
Drug metabolism,56EPPVStev
Drug metabolism,5OHFVSGLUhc
Drug metabolism,5OHFVSGLUtev
Drug metabolism,5OHFVShc
Drug metabolism,5OHFVSteb
Drug metabolism,6AHGLZABCt
Drug metabolism,6AHGLZhr
Drug metabolism,6AHGLZtev
Drug metabolism,6BHGLZABCt
Drug metabolism,6BHGLZGLCABCt
Drug metabolism,6BHGLZGLChr
Drug metabolism,6BHGLZGLCtev
Drug metabolism,6BHGLZhr
Drug metabolism,6BHGLZtev
Drug metabolism,6CSMVACIDhep
Drug metabolism,6CSMVACIDteb
Drug metabolism,6CSMVhep
Drug metabolism,6EPSteb
Drug metabolism,6EPVStep
Drug metabolism,6EPVShc
Drug metabolism,6EPVSthc
Drug metabolism,6HLVSTAChep
Drug metabolism,6HLVSTthep
Drug metabolism,6HMSMVACIDhep
Drug metabolism,6HMSMVACIDteb
Drug metabolism,6HMSMVhep
Drug metabolism,6HSMVACIDhep
Drug metabolism,6HSMVACIDteb
Drug metabolism,6HSMVhep
Drug metabolism,6MELACAChep
Drug metabolism,6MELVACtbc
Drug metabolism,6MELVSTthep
Drug metabolism,6MSMVhep
Drug metabolism,6OHFVSGLUhc
Drug metabolism,6OHFVSGLUtev
Drug metabolism,6OHFVShc
Drug metabolism,6OHFVSteb
Drug metabolism,7AHGLZABCt
Drug metabolism,7AHGLZhr
Drug metabolism,7AHGLZtev
Drug metabolism,7BHGLZABCt
Drug metabolism,7BHGLZGLCABCt
Drug metabolism,7BHGLZGLChr
Drug metabolism,7BHGLZGLCtev
Drug metabolism,7BHGLZhr
Drug metabolism,7BHGLZtev
Drug metabolism,7HPVShc
Drug metabolism,7HPVSteb
Drug metabolism,7HPVStev
Drug metabolism,ALLOP2tu
Drug metabolism,ACMPtu
Drug metabolism,ACMPGLUChr
Drug metabolism,ACMPGLUTdt
Drug metabolism,ACMPGLUTtep
Drug metabolism,ACMPGLUTthc
Drug metabolism,ACMPGLUtep
Drug metabolism,ACMPGLUthc
Drug metabolism,ACMPShc
Drug metabolism,ACMPdt
Drug metabolism,ACMPthc
Drug metabolism,ALLOP1tu
Drug metabolism,ALLOPOXDhep
Drug metabolism,ALLOPtepvb
Drug metabolism,AM19CSALThr
Drug metabolism,AM19CShr
Drug metabolism,AM19CSteb
Drug metabolism,AM1A4NCShc
Drug metabolism,AM1A4NCSteb
Drug metabolism,AM1ACCShr
Drug metabolism,AM1ACCStev
Drug metabolism,AM1ACShr
Drug metabolism,AM1ACSteb
Drug metabolism,AM1ACStep
Drug metabolism,AM1ALCShr
Drug metabolism,AM1ALCSteb
Drug metabolism,AM1ALCStep
Drug metabolism,AM1C4N9CShc
Drug metabolism,AM1C4N9CSteb
Drug metabolism,AM1C9CShr
Drug metabolism,AM1C9CSteb
Drug metabolism,AM1C9CStev
Drug metabolism,AM1CCShr
Drug metabolism,AM1CCSteb
Drug metabolism,AM1CCStev
Drug metabolism,AM1CGLChr
Drug metabolism,AM1CGLCteb
Drug metabolism,AM1CSAhr
Drug metabolism,AM1CSAtep
Drug metabolism,AM4N9CShc
Drug metabolism,AM4N9CShr
Drug metabolism,AM4N9CStev
Drug metabolism,AM4NC9CSteb
Drug metabolism,AM4NCShr
Drug metabolism,AM4NCSteb
Drug metabolism,AM4NCStep
Drug metabolism,AM9CSAhr
Drug metabolism,AM9CSAteb
Drug metabolism,AM9CSAtep
Drug metabolism,ATVACIDMCTtu
Drug metabolism,ATVACIDOATPtu
Drug metabolism,ATVACIDhc
Drug metabolism,ATVACIDhr
Drug metabolism,ATVACIDtdu
Drug metabolism,ATVACIDtu
Drug metabolism,ATVACYLGLUChc
Drug metabolism,ATVETHGLUChc
Drug metabolism,ATVLACGLCURhc
Drug metabolism,ATVLACThc
Drug metabolism,ATVLACh2r
Drug metabolism,ATVLAChc
Drug metabolism,ATVLAChr
Drug metabolism,ATVLACtdhc
Drug metabolism,ATVLACtu
Drug metabolism,Am19CStev
Drug metabolism,Am1CSAteb
Drug metabolism,CARBIBUP_SGLUthv
Drug metabolism,CARIBUP_Rthv
Drug metabolism,CARIBUP_SGLUhep
Drug metabolism,CARIBUP_Sthv
Drug metabolism,CRGLZABCt
Drug metabolism,CRGLZhr
Drug metabolism,CRGLZtev
Drug metabolism,CRVS1M24hc
Drug metabolism,CRVS1tev
Drug metabolism,CRVS23M24hc
Drug metabolism,CRVSATPthc
Drug metabolism,CRVSATPtu
Drug metabolism,CRVSM1SPhc
Drug metabolism,CRVSM1hc
Drug metabolism,CRVSM1hr
Drug metabolism,CRVSM1teb
Drug metabolism,CRVSM22hc
Drug metabolism,CRVSM23hc
Drug metabolism,CRVSM23hr
Drug metabolism,CRVSM23teb
Drug metabolism,CRVSM23tev
Drug metabolism,CRVSM24teb
Drug metabolism,CRVSM24tev
Drug metabolism,CRVSM31hc
Drug metabolism,CRVStu
Drug metabolism,CRVSthc
Drug metabolism,CSASULPhc
Drug metabolism,CSASULPteb
Drug metabolism,CSASULPtev
Drug metabolism,CSAtd
Drug metabolism,CSAtu
Drug metabolism,CVM1GLUChc
Drug metabolism,CVM23GLUChc
Drug metabolism,CYSACMPAChc
Drug metabolism,CYSAMPtev
Drug metabolism,DELACCRVSM23hc
Drug metabolism,DEOXFVShc
Drug metabolism,DEOXFVStev
Drug metabolism,DESFVShc
Drug metabolism,DESFVSteb
Drug metabolism,DHGLZABCt
Drug metabolism,DHGLZhc
Drug metabolism,DHGLZtev
Drug metabolism,DSPVShc
Drug metabolism,DSPVSteb
Drug metabolism,DSPVStev
Drug metabolism,EPOXTAChr
Drug metabolism,EPOXTACteb
Drug metabolism,EPOXTACtev
Drug metabolism,FVSGLUChc
Drug metabolism,FVSTETGLUhc
Drug metabolism,FVSTETGLUtev
Drug metabolism,FVSTETtev
Drug metabolism,FVShc
Drug metabolism,FVSteb
Drug metabolism,FVStep
Drug metabolism,FVStu
Drug metabolism,GLC3MEACPhr
Drug metabolism,GLC3MEACPtev
Drug metabolism,GLZABCteb
Drug metabolism,GLZtd
Drug metabolism,GTACMPhr
Drug metabolism,GTACMPtev
Drug metabolism,IBUPGLUCtchep
Drug metabolism,IBUPGLUCtpvb
Drug metabolism,IBUPGT_HEP
Drug metabolism,IBUP_RASCL1hep
Drug metabolism,IBUP_RCYP2hep
Drug metabolism,IBUP_RCYP3hep
Drug metabolism,IBUP_RCYPCARhep
Drug metabolism,IBUP_Rshep
Drug metabolism,IBUP_Rtdhep
Drug metabolism,IBUP_Rtdu
Drug metabolism,IBUP_SACOT2
Drug metabolism,IBUP_SCONJhep
Drug metabolism,IBUP_SCYP1hep
Drug metabolism,IBUP_SCYP2hep
Drug metabolism,IBUP_SCYP3hep
Drug metabolism,IBUP_SCYPCARhep
Drug metabolism,IBUP_Stbc
Drug metabolism,IBUP_Stdhep
Drug metabolism,IBUP_Stdu
Drug metabolism,ISOLVSTAChep
Drug metabolism,ISOLVSTtbc
Drug metabolism,LST4EXPTDhc
Drug metabolism,LST4EXPhr
Drug metabolism,LST4EXPthc
Drug metabolism,LSTN1GLUChr
Drug metabolism,LSTN1GLUCtev
Drug metabolism,LSTNtu
Drug metabolism,LSTNM1hr
Drug metabolism,LSTNM1tev
Drug metabolism,LSTNM2hr
Drug metabolism,LSTNM2tev
Drug metabolism,LSTNM4hr
Drug metabolism,LSTNM4tev
Drug metabolism,LSTNM5hr
Drug metabolism,LSTNM5tev
Drug metabolism,LSTNM7TDhc
Drug metabolism,LSTNM7hr
Drug metabolism,LSTNM7thc
Drug metabolism,LSTNRATt
Drug metabolism,LSTNtd
Drug metabolism,LVACLAChep
Drug metabolism,LVSTACIDhep
Drug metabolism,LVSTACIDtu
Drug metabolism,LVSTACOXD6Hhep
Drug metabolism,LVSTACOXD6MEhep
Drug metabolism,LVSTOXD3Hhep
Drug metabolism,LVSTOXD6Hhep
Drug metabolism,LVSTOXD6METhep
Drug metabolism,LVSTPGPtu
Drug metabolism,LVSTtu
Drug metabolism,MDZGLCtev
Drug metabolism,MDZtd
Drug metabolism,MDZtu
Drug metabolism,MERACMPtep
Drug metabolism,MERACMPthc
Drug metabolism,MHGLZABCt
Drug metabolism,MHGLZhr
Drug metabolism,MHGLZtev
Drug metabolism,NDERSVhc
Drug metabolism,NDERSVteb
Drug metabolism,NFDACOXDhc
Drug metabolism,NFDACtep
Drug metabolism,NFDDMEThr
Drug metabolism,NFDLAChc
Drug metabolism,NFDLACtep
Drug metabolism,NFDNPYtep
Drug metabolism,NFDOHtep
Drug metabolism,NFDOXDhc
Drug metabolism,NFDtd
Drug metabolism,OXYP1CONJ
Drug metabolism,OXYP2CONJ
Drug metabolism,OXYPR1tehv
Drug metabolism,OXYPR7tehv
Drug metabolism,OXYPthc
Drug metabolism,OXYPtepv
Drug metabolism,PROFVSCOAhc
Drug metabolism,PROFVShc
Drug metabolism,PROFVStev
Drug metabolism,PTVSTATPtu
Drug metabolism,PTVSTGLUChc
Drug metabolism,PTVSTLAChc
Drug metabolism,PTVSTLACtev
Drug metabolism,PTVSTM13hr
Drug metabolism,PTVSTM3eb
Drug metabolism,PTVSTM3hc
Drug metabolism,PTVSThc
Drug metabolism,PTVSTtep
Drug metabolism,PTVSTtu
Drug metabolism,PVSATPtu
Drug metabolism,PVSGLUChc
Drug metabolism,PVSGLUCteb
Drug metabolism,PVSGLUCtev
Drug metabolism,PVSHtu
Drug metabolism,PVSOATPtu
Drug metabolism,PVStep
Drug metabolism,RSVATPtu
Drug metabolism,RSVGLUChc
Drug metabolism,RSVLAChv
Drug metabolism,RSVLACteb
Drug metabolism,RSVSPONhc
Drug metabolism,RSVhc
Drug metabolism,RSVtev
Drug metabolism,RSVtu
Drug metabolism,S3MEACMPhc
Drug metabolism,S3MEACMPtev
Drug metabolism,SMVACIDATPteb
Drug metabolism,SMVACIDhep
Drug metabolism,SMVACIDtev
Drug metabolism,SMVtu
Drug metabolism,SMVGLUCLAChep
Drug metabolism,SMVGLUChep
Drug metabolism,SMVHYDROhep
Drug metabolism,SMVLAChep
Drug metabolism,SMVtv
Drug metabolism,SMVthep
Drug metabolism,STACMPhc
Drug metabolism,STACMPtev
Drug metabolism,SULPACMPtev
Drug metabolism,TACRDtsc
Drug metabolism,TACRtu
Drug metabolism,TAURIBUP_Sthv
Drug metabolism,THRFVShc
Drug metabolism,THRFVStev
Drug metabolism,THSACMPhr
Drug metabolism,TLACFVShc
Drug metabolism,TLACFVStev
Drug metabolism,TMDM1OATt
Drug metabolism,TMDM1hr
Drug metabolism,TMDM3OATt
Drug metabolism,TMDM3hr
Drug metabolism,TMDM5OATt
Drug metabolism,TMDM5hr
Drug metabolism,TMDOATPtsc
Drug metabolism,TMDOATtev
Drug metabolism,TMDOATthc
Drug metabolism,TMDtd
Drug metabolism,TRIPVShc
Drug metabolism,TRIPVSteb
Drug metabolism,TRIPVStev
Drug metabolism,TSACGLUCtev
Drug metabolism,TSACMGLUChr
Drug metabolism,TSACMSULhc
Drug metabolism,TSACMSULtev
Drug metabolism,12HTACRitr
Drug metabolism,13HTACRitr
Drug metabolism,14HMDZitr
Drug metabolism,1513TACRitr
Drug metabolism,1531TACRitr
Drug metabolism,1HIBUP_Sitr
Drug metabolism,1HIBUPGLUitr
Drug metabolism,1HMDGLUCitr
Drug metabolism,2HATVACIDGLUCitr
Drug metabolism,2HATVLACGLUCitr
Drug metabolism,2HIBUP_Ritr
Drug metabolism,2HIBUP_Sitr
Drug metabolism,2HIBUPGLUC_Sitr
Drug metabolism,35DHPVSitr
Drug metabolism,35DSMVitr
Drug metabolism,3HIBUP_Ritr
Drug metabolism,3HIBUPGLUC_Sitr
Drug metabolism,3HLVSTitr
Drug metabolism,3HPVSitr
Drug metabolism,3HPVSCOAitm
Drug metabolism,3HPVSCOAitx
Drug metabolism,3HPVSTETCOAitm
Drug metabolism,3HPVSTETCOAitx
Drug metabolism,3HSMVitr
Drug metabolism,3ISPVSitr
Drug metabolism,3MEACMPitr
Drug metabolism,3OHACMPitr
Drug metabolism,4BHGLZitr
Drug metabolism,4HATVACIDitr
Drug metabolism,4HATVLACitr
Drug metabolism,4HMDGLUCitr
Drug metabolism,4OHMDZitr
Drug metabolism,56DHPVSitr
Drug metabolism,56EPPVSitr
Drug metabolism,5OHFVSitr
Drug metabolism,5OHFVSGLUitr
Drug metabolism,6AHGLZitr
Drug metabolism,6BHGLZGLCitr
Drug metabolism,6CSMVitr
Drug metabolism,6HLVSTitr
Drug metabolism,6HLVSTACIDitr
Drug metabolism,6HMSMVitr
Drug metabolism,6HSMVitr
Drug metabolism,6MELVACIDitr
Drug metabolism,6MELVSTitr
Drug metabolism,6OHFVSitr
Drug metabolism,6OHFVSGLUitr
Drug metabolism,7AHGLZitr
Drug metabolism,7BHGLZGLCitr
Drug metabolism,7HPVSitr
Drug metabolism,ACMPitr
Drug metabolism,ACMPGLUitr
Drug metabolism,AM19CSitr
Drug metabolism,AM1ACCSitr
Drug metabolism,AM1ACSitr
Drug metabolism,AM1ALCSitr
Drug metabolism,AM1C9CSitr
Drug metabolism,AM1CGLCitr
Drug metabolism,AM4N9CSitr
Drug metabolism,AM4NCSitr
Drug metabolism,CARIBUP_Sitr
Drug metabolism,CARIBUPGLU_Sitr
Drug metabolism,CRGLZitr
Drug metabolism,CRVSitr
Drug metabolism,CRVSM22itr
Drug metabolism,CRVSM24itr
Drug metabolism,CRVSM31itr
Drug metabolism,CSAitr
Drug metabolism,DEOXFVSitx
Drug metabolism,DESFVSitr
Drug metabolism,DSPVSitr
Drug metabolism,EPOXTACitr
Drug metabolism,FVSitx
Drug metabolism,FVSCOAitx
Drug metabolism,FVSTETitr
Drug metabolism,FVSTETGLUitr
Drug metabolism,GLC3MEACPitr
Drug metabolism,GLZitr
Drug metabolism,GTACMPitr
Drug metabolism,IBUP_Ritr
Drug metabolism,IBUP_Sitr
Drug metabolism,IBUPGLUCitr
Drug metabolism,LSTN1GLUCitr
Drug metabolism,LSTNitr
Drug metabolism,LSTNM1itr
Drug metabolism,LSTNM2itr
Drug metabolism,LSTNM4itr
Drug metabolism,LSTNM5itr
Drug metabolism,LSTNM7itr
Drug metabolism,LVSTitr
Drug metabolism,LVSTACIDitr
Drug metabolism,MDZitr
Drug metabolism,MDZGLCitr
Drug metabolism,NDERSVitr
Drug metabolism,NFDNPYitr
Drug metabolism,NFDOHitr
Drug metabolism,PROFVSCOAitx
Drug metabolism,PTVSTLACitr
Drug metabolism,PTVSTM13itr
Drug metabolism,PTVSTM13te
Drug metabolism,PTVSTM3itr
Drug metabolism,PVSitr
Drug metabolism,PVSGLUCitr
Drug metabolism,RSVLACitr
Drug metabolism,TACRitr
Drug metabolism,THSACMPitr
Drug metabolism,TLACFVSitr
Drug metabolism,TMACMPitr
Drug metabolism,TMDitr
Drug metabolism,TMDM1itr
Drug metabolism,TMDM3itr
Drug metabolism,TMDM5itr
Drug metabolism,TSACMGLUCitr
Drug metabolism,3HPVSCOAhc
Drug metabolism,3HPVSTEThc
Drug metabolism,ACMPGLUTTRsc
Drug metabolism,FVSCOAhc
Drug metabolism,MDZGLChr
Drug metabolism,TMACMPhr
Drug metabolism,1OHMDZitr
Drug metabolism,CYSACMPitr
Drug metabolism,NFDACitr
Drug metabolism,ACMPGLUTitr
Drug metabolism,NAPQIhr
Drug metabolism,H2O2itr
Drug metabolism,UDPRIBc
Drug metabolism,GLYitr
Drug metabolism,PAPSitr
Drug metabolism,PAPitr
Drug metabolism,13DMTitr
Drug metabolism,15DMTitr
Drug metabolism,ATVACIDitr
Drug metabolism,ATVLACitr
Drug metabolism,31DMTitr
Drug metabolism,SMVitr
Drug metabolism,6BHGLZitr
Drug metabolism,7BHGLZitr
Drug metabolism,AM1CCSitr
Drug metabolism,LST4EXPitr
Drug metabolism,MHGLZitr
Drug metabolism,RSVitr
Drug metabolism,TRIPVSitr
Drug metabolism,SMVACIDitr
Drug metabolism,PTVSTitr
Drug metabolism,3HIBUP_Sitr
Drug metabolism,FVSitr
Drug metabolism,AM1CSAitr
Drug metabolism,AM9CSAitr
Drug metabolism,2HATVACIDitr
Eicosanoid metabolism,ALOX12
Eicosanoid metabolism,ALOX15
Eicosanoid metabolism,ALOX5
Eicosanoid metabolism,ALOX52
Eicosanoid metabolism,CBR2
Eicosanoid metabolism,GGT5r
Eicosanoid metabolism,GGT6
Eicosanoid metabolism,LTA4H
Eicosanoid metabolism,LTC4CP
Eicosanoid metabolism,LTC4Sr
Eicosanoid metabolism,LTD4DP
Eicosanoid metabolism,P4504B1r
Eicosanoid metabolism,P4504F121r
Eicosanoid metabolism,P4504F122r
Eicosanoid metabolism,P4504F81r
Eicosanoid metabolism,P450LTB4r
Eicosanoid metabolism,PGDI
Eicosanoid metabolism,PGDIr
Eicosanoid metabolism,PGESr
Eicosanoid metabolism,PGISr
Eicosanoid metabolism,PGS
Eicosanoid metabolism,PGSr
Eicosanoid metabolism,TXASr
Eicosanoid metabolism,RE1077C
Eicosanoid metabolism,RE1978C
Eicosanoid metabolism,RE2069C
Eicosanoid metabolism,RE2078M
Eicosanoid metabolism,RE2079R
Eicosanoid metabolism,RE2080C
Eicosanoid metabolism,RE2799C
Eicosanoid metabolism,RE2958C
Eicosanoid metabolism,RE3010C
Eicosanoid metabolism,RE3010M
Eicosanoid metabolism,RE3010X
Eicosanoid metabolism,RE3011M
Eicosanoid metabolism,RE3011R
Eicosanoid metabolism,RE3012C
Eicosanoid metabolism,RE3012M
Eicosanoid metabolism,RE3012R
Eicosanoid metabolism,RE3014R
Eicosanoid metabolism,RE3015R
Eicosanoid metabolism,RE3016R
Eicosanoid metabolism,RE3017R
Eicosanoid metabolism,RE3307C
Eicosanoid metabolism,RE3421R
Eicosanoid metabolism,RE3422C
Eicosanoid metabolism,RE3423C
Eicosanoid metabolism,RE3430C
Eicosanoid metabolism,RE3430M
Eicosanoid metabolism,RE3430X
Eicosanoid metabolism,RE3431C
Eicosanoid metabolism,RE3432C
Eicosanoid metabolism,RE3432M
Eicosanoid metabolism,RE3432X
Eicosanoid metabolism,RE3434C
Eicosanoid metabolism,RE3435C
Eicosanoid metabolism,RE3436C
Eicosanoid metabolism,RE3437C
Eicosanoid metabolism,RE3485C
Eicosanoid metabolism,RE3486C
Eicosanoid metabolism,RE3488C
Eicosanoid metabolism,RE3488R
Eicosanoid metabolism,RE3490C
Eicosanoid metabolism,RE3491C
Eicosanoid metabolism,RE3493C
Eicosanoid metabolism,RE3496C
Eicosanoid metabolism,RE3524R
Eicosanoid metabolism,RE3556C
Eicosanoid metabolism,RE3565C
Eicosanoid metabolism,RE3566C
Eicosanoid metabolism,RE3567C
Eicosanoid metabolism,RE3568C
Eicosanoid metabolism,RE3570C
Eicosanoid metabolism,RE3587C
Eicosanoid metabolism,RE3597C
Eicosanoid metabolism,RE3597M
Eicosanoid metabolism,RE3597X
Eicosanoid metabolism,15KPROSTGF2c
Eicosanoid metabolism,TXB2c
Eicosanoid metabolism,RE3477C1
Eicosanoid metabolism,HMR_1305
Eicosanoid metabolism,HMR_1307
Eicosanoid metabolism,HMR_1312
Eicosanoid metabolism,HMR_1315
Eicosanoid metabolism,HMR_1317
Eicosanoid metabolism,HMR_1318
Eicosanoid metabolism,HMR_1321
Eicosanoid metabolism,HMR_1325
Eicosanoid metabolism,HMR_1329
Eicosanoid metabolism,HMR_1332
Eicosanoid metabolism,HMR_1373
Eicosanoid metabolism,HMR_1388
Eicosanoid metabolism,HMR_1390
Exchange/demand reaction,DM_13_cis_oretn_n_
Exchange/demand reaction,DM_13_cis_retn_n_
Exchange/demand reaction,DM_Asn_X_Ser_Thr_ly_
Exchange/demand reaction,DM_avite2_c_
Exchange/demand reaction,DM_bvite_c_
Exchange/demand reaction,DM_core5_g_
Exchange/demand reaction,DM_core7_g_
Exchange/demand reaction,DM_core8_g_
Exchange/demand reaction,DM_datp_m_
Exchange/demand reaction,DM_datp_n_
Exchange/demand reaction,DM_dctp_m_
Exchange/demand reaction,DM_dctp_n_
Exchange/demand reaction,DM_dem2emgacpail_prot_hs_r_
Exchange/demand reaction,DM_dgpi_prot_hs_r_
Exchange/demand reaction,DM_dgtp_m_
Exchange/demand reaction,DM_dgtp_n_
Exchange/demand reaction,DM_dsT_antigen_g_
